gene_id	chrom_start	chrom_end	description	gene_id	gene_synonym	gene
gene_00104	104567	106225	Ontology_term:GO:0044341, Ontology_term:GO:0005436, Ontology_term:GO:0005886, go_function:sodium:phosphate symporter activity|0005436||IEA, go_process:sodium-dependent phosphate transport|0044341||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003170822.1, product:Na/Pi cotransporter family protein, protein_id:WP_011058490.1	HH203_RS00520		
gene_00105	106442	107209	Ontology_term:GO:0005886, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008045761.1, product:TerC family protein, protein_id:WP_011058491.1	HH203_RS00525		
gene_00106	107277	108584	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008084326.1, product:CitMHS family transporter, protein_id:WP_011058492.1	HH203_RS00530		
gene_00107	108904	109305	Ontology_term:GO:0046872, go_function:metal ion binding|0046872||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_009041548.1, product:GFA family protein, protein_id:WP_011058493.1	HH203_RS00535		
gene_00108	109417	111378	inference:COORDINATES: similar to AA sequence:RefSeq:WP_017335799.1, product:DUF4105 domain-containing protein, protein_id:WP_011058494.1	HH203_RS00540		
gene_00109	111375	111695	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019694505.1, product:DUF2388 domain-containing protein, protein_id:WP_011058495.1	HH203_RS00545		
gene_00110	111723	112031	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058496.1, product:DUF2388 domain-containing protein, protein_id:WP_011058496.1	HH203_RS00550		
gene_00111	112135	112452	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007924251.1, product:DUF2388 domain-containing protein, protein_id:WP_011058497.1	HH203_RS00555		
gene_00112	112620	112808	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095628.1, product:DUF1127 domain-containing protein, protein_id:WP_225368717.1	HH203_RS00560		
gene_00113	113092	113307	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019826986.1, product:DUF1127 domain-containing protein, protein_id:WP_011058498.1	HH203_RS00565		
gene_00114	113627	115120	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007969749.1, product:acetyl-CoA hydrolase/transferase family protein, protein_id:WP_011058499.1	HH203_RS00570		
gene_00115	115300	116736	inference:COORDINATES: similar to AA sequence:RefSeq:NP_248887.1, product:NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta, protein_id:WP_011058500.1	HH203_RS00575		
gene_00116	116736	117059	inference:COORDINATES: similar to AA sequence:RefSeq:WP_016978856.1, product:NAD(P) transhydrogenase subunit alpha, protein_id:WP_005783507.1	HH203_RS00580		
gene_00117	117075	118196	Ontology_term:GO:1902600, Ontology_term:GO:0008746, go_function:NAD(P)+ transhydrogenase activity|0008746||IEA, go_process:proton transmembrane transport|1902600||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003214747.1, product:Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha, protein_id:WP_011058501.1	HH203_RS00585		
gene_00118	118648	119547	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007969745.1, product:LysR family transcriptional regulator, protein_id:WP_011058502.1	HH203_RS00590		
gene_00119	119707	120888	inference:COORDINATES: similar to AA sequence:RefSeq:NP_249138.1, product:acyl-CoA dehydrogenase, protein_id:WP_011058503.1	HH203_RS00595		
gene_00120	120902	122122	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019095632.1, product:CaiB/BaiF CoA-transferase family protein, protein_id:WP_011058504.1	HH203_RS00600		
gene_00121	128127	129308	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058505.1, product:PepSY domain-containing protein, protein_id:WP_011058505.1	HH203_RS00630		
gene_00122	129380	131872	Ontology_term:GO:0015891, Ontology_term:GO:0015343, Ontology_term:GO:0019867, go_function:siderophore-iron transmembrane transporter activity|0015343||IEA, go_process:siderophore transport|0015891||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093127.1, product:TonB-dependent siderophore receptor, protein_id:WP_011058506.1	HH203_RS00635		
gene_00123	131972	132976	Ontology_term:GO:0006811, Ontology_term:GO:0004888, Ontology_term:GO:0016989, go_function:transmembrane signaling receptor activity|0004888||IEA, go_function:sigma factor antagonist activity|0016989||IEA, go_process:monoatomic ion transport|0006811||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093128.1, product:FecR family protein, protein_id:WP_011058507.1	HH203_RS00640		
gene_00124	132982	133482	Ontology_term:GO:0006352, Ontology_term:GO:0006355, Ontology_term:GO:0003677, Ontology_term:GO:0003700, Ontology_term:GO:0016987, go_function:DNA binding|0003677||IEA, go_function:DNA-binding transcription factor activity|0003700||IEA, go_function:sigma factor activity|0016987||IEA, go_process:DNA-templated transcription initiation|0006352||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_009041561.1, product:sigma-70 family RNA polymerase sigma factor, protein_id:WP_011058508.1	HH203_RS00645		
gene_00125	133797	135677	Ontology_term:GO:0006935, go_process:chemotaxis|0006935||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_014335957.1, product:methyl-accepting chemotaxis protein, protein_id:WP_011058509.1	HH203_RS00650		
gene_00126	135743	136507	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058510.1, product:alpha/beta fold hydrolase, protein_id:WP_011058510.1	HH203_RS00655		
gene_00127	136798	137490	gene:lapG, inference:COORDINATES: similar to AA sequence:RefSeq:WP_010464935.1, product:cysteine protease LapG, protein_id:WP_011058511.1	HH203_RS00660		lapG
gene_00128	137505	139451	Ontology_term:GO:0007165, gene:lapD, go_process:signal transduction|0007165||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_003196539.1, product:cyclic di-GMP receptor LapD, protein_id:WP_011058512.1	HH203_RS00665		lapD
gene_00129	139545	139883	inference:COORDINATES: similar to AA sequence:RefSeq:WP_007896114.1, product:hypothetical protein, protein_id:WP_011058513.1	HH203_RS00670		
gene_00130	140045	145056	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058514.1, product:LapA family giant adhesin	HH203_RS29915		
gene_00131	145110	145234	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058514.1, product:immunoglobulin-like domain-containing protein, protein_id:WP_338138950.1	HH203_RS30350		
gene_00132	145418	145525	inference:COORDINATES: protein motif:HMM:NF042607.2, product:immunoglobulin-like domain-containing protein, protein_id:WP_338138951.1	HH203_RS30355		
gene_00133	145668	146164	inference:COORDINATES: protein motif:HMM:NF042607.2, product:immunoglobulin-like domain-containing protein, protein_id:WP_338138943.1	HH203_RS30360		
gene_00134	146205	146504	inference:COORDINATES: protein motif:HMM:NF042607.2, product:immunoglobulin-like domain-containing protein, protein_id:WP_338138944.1	HH203_RS30365		
gene_00135	146649	146837	inference:COORDINATES: protein motif:HMM:NF042607.2, product:immunoglobulin-like domain-containing protein, protein_id:WP_338138945.1	HH203_RS30370		
gene_00136	146891	147016	inference:COORDINATES: protein motif:HMM:NF042607.2, product:hypothetical protein, protein_id:WP_338138946.1	HH203_RS30375		
gene_00137	147142	148290	inference:COORDINATES: protein motif:HMM:NF042607.2, product:immunoglobulin-like domain-containing protein, protein_id:WP_338138947.1	HH203_RS30380		
gene_00138	148438	148867	inference:COORDINATES: protein motif:HMM:NF042607.2, product:immunoglobulin-like domain-containing protein, protein_id:WP_338138948.1	HH203_RS30270		
gene_00139	148785	149486	inference:COORDINATES: protein motif:HMM:NF042607.2, product:immunoglobulin-like domain-containing protein	HH203_RS30385		
gene_00140	149479	151653	inference:COORDINATES: protein motif:HMM:NF033682.1, product:retention module-containing protein, protein_id:WP_275447122.1	HH203_RS29930		
gene_00141	152015	153367	Ontology_term:GO:0006810, Ontology_term:GO:0015288, Ontology_term:GO:0009279, go_function:porin activity|0015288||IEA, go_process:transport|0006810||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007940967.1, product:TolC family outer membrane protein, protein_id:WP_011058515.1	HH203_RS00680		
gene_00142	153406	155559	inference:COORDINATES: similar to AA sequence:RefSeq:WP_010464926.1, product:type I secretion system permease/ATPase, protein_id:WP_011058516.1	HH203_RS00685		
gene_00143	155549	156916	Ontology_term:GO:0030253, go_process:protein secretion by the type I secretion system|0030253||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008059624.1, product:HlyD family type I secretion periplasmic adaptor subunit, protein_id:WP_011058517.1	HH203_RS00690		
gene_00144	157200	158087	inference:COORDINATES: similar to AA sequence:RefSeq:WP_020795874.1, product:TauD/TfdA family dioxygenase, protein_id:WP_011058518.1	HH203_RS00695		
gene_00145	158127	159152	Ontology_term:GO:0140359, Ontology_term:GO:0055052, go_function:ABC-type transporter activity|0140359||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_250999.1, product:ABC transporter substrate-binding protein, protein_id:WP_171053495.1	HH203_RS00700		
gene_00146	159158	160018	Ontology_term:GO:0006810, Ontology_term:GO:0005215, Ontology_term:GO:0005524, go_function:transporter activity|0005215||IEA, go_function:ATP binding|0005524||IEA, go_process:transport|0006810||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_018929406.1, product:ABC transporter ATP-binding protein, protein_id:WP_011058520.1	HH203_RS00705		
gene_00147	160052	160918	Ontology_term:GO:0005524, Ontology_term:GO:0022857, go_function:ATP binding|0005524||IEA, go_function:transmembrane transporter activity|0022857||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:NP_250997.1, product:ABC transporter permease, protein_id:WP_011058521.1	HH203_RS00710		
gene_00148	161134	162060	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058522.1, product:LysR family transcriptional regulator, protein_id:WP_011058522.1	HH203_RS00715		
gene_00149	162237	163781	Ontology_term:GO:0055085, Ontology_term:GO:0022857, go_function:transmembrane transporter activity|0022857||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_010214262.1, product:MFS transporter, protein_id:WP_011058523.1	HH203_RS00720		
gene_00150	163796	164866	Ontology_term:GO:0055085, Ontology_term:GO:0022857, Ontology_term:GO:0016020, go_function:transmembrane transporter activity|0022857||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_007957704.1, product:HlyD family secretion protein, protein_id:WP_011058524.1	HH203_RS00725		
gene_00151	164863	166344	Ontology_term:GO:0006810, Ontology_term:GO:0015288, Ontology_term:GO:0009279, go_function:porin activity|0015288||IEA, go_process:transport|0006810||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058525.1, product:efflux transporter outer membrane subunit, protein_id:WP_011058525.1	HH203_RS00730		
gene_00152	166415	166924	Ontology_term:GO:0006352, Ontology_term:GO:0006355, Ontology_term:GO:0003677, Ontology_term:GO:0003700, Ontology_term:GO:0016987, go_function:DNA binding|0003677||IEA, go_function:DNA-binding transcription factor activity|0003700||IEA, go_function:sigma factor activity|0016987||IEA, go_process:DNA-templated transcription initiation|0006352||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_005783563.1, product:sigma-70 family RNA polymerase sigma factor, protein_id:WP_011058526.1	HH203_RS00735		
gene_00153	166921	167874	Ontology_term:GO:0006811, Ontology_term:GO:0004888, Ontology_term:GO:0016989, go_function:transmembrane signaling receptor activity|0004888||IEA, go_function:sigma factor antagonist activity|0016989||IEA, go_process:monoatomic ion transport|0006811||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093513.1, product:FecR family protein, protein_id:WP_011058527.1	HH203_RS00740		
gene_00154	167973	170438	Ontology_term:GO:0015891, Ontology_term:GO:0015343, Ontology_term:GO:0019867, go_function:siderophore-iron transmembrane transporter activity|0015343||IEA, go_process:siderophore transport|0015891||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058528.1, product:TonB-dependent siderophore receptor, protein_id:WP_011058528.1	HH203_RS00745		
gene_00155	171342	172138	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093514.1, product:DUF3142 domain-containing protein	HH203_RS00750		
gene_00156	172108	174300	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093515.1, product:hypothetical protein, protein_id:WP_011058530.1	HH203_RS00755		
gene_00157	174627	176237	inference:COORDINATES: similar to AA sequence:RefSeq:WP_019093516.1, product:glycosyltransferase family 39 protein, protein_id:WP_011058531.1	HH203_RS00760		
gene_00158	176347	176808	inference:COORDINATES: similar to AA sequence:RefSeq:WP_008049939.1, product:YbaK/EbsC family protein, protein_id:WP_011058532.1	HH203_RS00765		
gene_00159	176823	177068	inference:COORDINATES: similar to AA sequence:RefSeq:WP_017335845.1, product:DUF2789 domain-containing protein, protein_id:WP_011058533.1	HH203_RS00770		
gene_00160	177811	178239	Ontology_term:GO:0006355, Ontology_term:GO:0003700, go_function:DNA-binding transcription factor activity|0003700||IEA, go_process:regulation of DNA-templated transcription|0006355||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058536.1, product:MarR family transcriptional regulator, protein_id:WP_011058536.1	HH203_RS00775		
gene_00161	178236	180323	Ontology_term:GO:0006810, Ontology_term:GO:0005886, go_process:transport|0006810||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019651565.1, product:FUSC family protein, protein_id:WP_011058537.1	HH203_RS00780		
gene_00162	180320	180529	Ontology_term:GO:0016020, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008148151.1, product:DUF1656 domain-containing protein, protein_id:WP_011058538.1	HH203_RS00785		
gene_00163	180526	181416	Ontology_term:GO:0055085, Ontology_term:GO:0022857, Ontology_term:GO:0016020, go_function:transmembrane transporter activity|0022857||IEA, go_process:transmembrane transport|0055085||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008009534.1, product:HlyD family secretion protein, protein_id:WP_011058539.1	HH203_RS00790		
gene_00164	181413	182861	Ontology_term:GO:0006810, Ontology_term:GO:0015288, Ontology_term:GO:0009279, go_function:porin activity|0015288||IEA, go_process:transport|0006810||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008009536.1, product:efflux transporter outer membrane subunit, protein_id:WP_011058540.1	HH203_RS00795		
gene_00165	182955	183590	inference:COORDINATES: similar to AA sequence:RefSeq:WP_003220482.1, product:hypothetical protein, protein_id:WP_015633693.1	HH203_RS00800		
gene_00166	183814	185316	inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058542.1, product:YdgA family protein, protein_id:WP_011058542.1	HH203_RS00805		
gene_00167	185592	188078	Ontology_term:GO:1901515, gene:pgaA, go_function:poly-beta-1,6-N-acetyl-D-glucosamine transmembrane transporter activity|1901515||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_015633695.1, product:poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA, protein_id:WP_011058543.1	HH203_RS00810		pgaA
gene_00168	188093	190090	gene:pgaB, inference:COORDINATES: similar to AA sequence:RefSeq:WP_008080297.1, product:poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB, protein_id:WP_011058544.1	HH203_RS00815		pgaB
gene_00169	190094	191443	Ontology_term:GO:0042710, Ontology_term:GO:0008375, gene:pgaC, go_function:acetylglucosaminyltransferase activity|0008375||IEA, go_process:biofilm formation|0042710||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_019581685.1, product:poly-beta-1,6-N-acetyl-D-glucosamine synthase, protein_id:WP_011058545.1	HH203_RS00820		pgaC
gene_00170	191443	191967	Ontology_term:GO:0000271, Ontology_term:GO:0042710, Ontology_term:GO:0008375, Ontology_term:GO:0016020, gene:pgaD, go_function:acetylglucosaminyltransferase activity|0008375||IEA, go_process:polysaccharide biosynthetic process|0000271||IEA, go_process:biofilm formation|0042710||IEA, inference:COORDINATES: similar to AA sequence:RefSeq:WP_011058546.1, product:poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD, protein_id:WP_011058546.1	HH203_RS00825		pgaD
